"NB_MUNICIPIO","SG_UNIDADE_FEDERACAO"
"Baliza - GO","GO"
"Barro Alto - GO","GO"
"Bela Vista de Goiás - GO","GO"
"Bom Jardim de Goiás - GO","GO"
"Bom Jesus - GO","GO"
"Bonfinópolis - GO","GO"
"Bonópolis - GO","GO"
"Brazabrantes - GO","GO"
"Britânia - GO","GO"
"Buriti Alegre - GO","GO"
"Buriti de Goiás - GO","GO"
"Buritinópolis - GO","GO"
"Cabeceiras - GO","GO"
"Cachoeira Alta - GO","GO"
"Cachoeira de Goiás - GO","GO"
"Cachoeira Dourada - GO","GO"
"Caçu - GO","GO"
"Caiapônia - GO","GO"
"Caldas Novas - GO","GO"
"Caldazinha - GO","GO"
"Campestre de Goiás - GO","GO"
"Campinaçu - GO","GO"
"Campinorte - GO","GO"
"Campo Alegre de Goiás - GO","GO"
"Campo Limpo de Goiás - GO","GO"
"Campos Belos - GO","GO"
"Campos Verdes - GO","GO"
"Carmo do Rio Verde - GO","GO"
"Castelândia - GO","GO"
"Catalão - GO","GO"
"Caturaí - GO","GO"
"Cavalcante - GO","GO"
"Ceres - GO","GO"
"Cezarina - GO","GO"
"Chapadão do Céu - GO","GO"
"Cidade Ocidental - GO","GO"
"Cocalzinho de Goiás - GO","GO"
"Colinas do Sul - GO","GO"
"Córrego do Ouro - GO","GO"
"Corumbá de Goiás - GO","GO"
"Corumbaíba - GO","GO"
"Cristalina - GO","GO"
"Cristianópolis - GO","GO"
"Crixás - GO","GO"
"Cromínia - GO","GO"
"Cumari - GO","GO"
"Damianópolis - GO","GO"
"Damolândia - GO","GO"
"Davinópolis - GO","GO"
"Diorama - GO","GO"
"Divinópolis de Goiás - GO","GO"
"Doverlândia - GO","GO"
"Edealina - GO","GO"
"Edéia - GO","GO"
"Estrela do Norte - GO","GO"
"Faina - GO","GO"
"Fazenda Nova - GO","GO"
"Firminópolis - GO","GO"
"Flores de Goiás - GO","GO"
"Formosa - GO","GO"
"Formoso - GO","GO"
"Gameleira de Goiás - GO","GO"
"Goianápolis - GO","GO"
"Goiandira - GO","GO"
"Goianésia - GO","GO"
"Goiânia - GO","GO"
"Goianira - GO","GO"
"Goiás - GO","GO"
"Goiatuba - GO","GO"
"Gouvelândia - GO","GO"
"Guapó - GO","GO"
"Guaraíta - GO","GO"
"Guarani de Goiás - GO","GO"
"Guarinos - GO","GO"
"Heitoraí - GO","GO"
"Hidrolândia - GO","GO"
"Hidrolina - GO","GO"
"Iaciara - GO","GO"
"Inaciolândia - GO","GO"
"Indiara - GO","GO"
"Inhumas - GO","GO"
"Ipameri - GO","GO"
"Ipiranga de Goiás - GO","GO"
"Iporá - GO","GO"
"Israelândia - GO","GO"
"Itaberaí - GO","GO"
"Itaguari - GO","GO"
"Itaguaru - GO","GO"
"Itajá - GO","GO"
"Itapaci - GO","GO"
"Itapirapuã - GO","GO"
"Itapuranga - GO","GO"
"Itarumã - GO","GO"
"Itauçu - GO","GO"
"Itumbiara - GO","GO"
"Ivolândia - GO","GO"
"Jandaia - GO","GO"
"Jaraguá - GO","GO"
"Jataí - GO","GO"
"Jaupaci - GO","GO"
"Jesúpolis - GO","GO"
"Joviânia - GO","GO"
"Jussara - GO","GO"
"Lagoa Santa - GO","GO"
"Leopoldo de Bulhões - GO","GO"
"Luziânia - GO","GO"
"Mairipotaba - GO","GO"
"Mambaí - GO","GO"
"Mara Rosa - GO","GO"
"Marzagão - GO","GO"
"Matrinchã - GO","GO"
"Maurilândia - GO","GO"
"Mimoso de Goiás - GO","GO"
"Minaçu - GO","GO"
"Mineiros - GO","GO"
"Moiporá - GO","GO"
"Monte Alegre de Goiás - GO","GO"
"Montes Claros de Goiás - GO","GO"
"Montividiu - GO","GO"
"Montividiu do Norte - GO","GO"
"Morrinhos - GO","GO"
"Morro Agudo de Goiás - GO","GO"
"Mossâmedes - GO","GO"
"Mozarlândia - GO","GO"
"Mundo Novo - GO","GO"
"Mutunópolis - GO","GO"
"Nazário - GO","GO"
"Nerópolis - GO","GO"
"Niquelândia - GO","GO"
"Nova América - GO","GO"
"Nova Aurora - GO","GO"
"Nova Crixás - GO","GO"
"Nova Glória - GO","GO"
"Nova Iguaçu de Goiás - GO","GO"
"Nova Roma - GO","GO"
"Nova Veneza - GO","GO"
"Novo Brasil - GO","GO"
"Novo Gama - GO","GO"
"Novo Planalto - GO","GO"
"Orizona - GO","GO"
"Ouro Verde de Goiás - GO","GO"
"Ouvidor - GO","GO"
"Padre Bernardo - GO","GO"
"Palestina de Goiás - GO","GO"
"Palmeiras de Goiás - GO","GO"
"Palmelo - GO","GO"
"Palminópolis - GO","GO"
"Panamá - GO","GO"
"Paranaiguara - GO","GO"
"Paraúna - GO","GO"
"Perolândia - GO","GO"
"Petrolina de Goiás - GO","GO"
"Pilar de Goiás - GO","GO"
"Piracanjuba - GO","GO"
"Piranhas - GO","GO"
"Pirenópolis - GO","GO"
"Pires do Rio - GO","GO"
"Planaltina - GO","GO"
"Pontalina - GO","GO"
"Porangatu - GO","GO"
"Porteirão - GO","GO"
"Portelândia - GO","GO"
"Posse - GO","GO"
"Professor Jamil - GO","GO"
"Quirinópolis - GO","GO"
"Rialma - GO","GO"
"Rianápolis - GO","GO"
"Rio Quente - GO","GO"
"Rio Verde - GO","GO"
"Rubiataba - GO","GO"
"Sanclerlândia - GO","GO"
"Santa Bárbara de Goiás - GO","GO"
"Santa Cruz de Goiás - GO","GO"
"Santa Fé de Goiás - GO","GO"
"Santa Helena de Goiás - GO","GO"
"Santa Isabel - GO","GO"
"Santa Rita do Araguaia - GO","GO"
"Santa Rita do Novo Destino - GO","GO"
"Santa Rosa de Goiás - GO","GO"
"Santa Tereza de Goiás - GO","GO"
"Santa Terezinha de Goiás - GO","GO"
"Santo Antônio da Barra - GO","GO"
"Santo Antônio de Goiás - GO","GO"
"Santo Antônio do Descoberto - GO","GO"
"São Domingos - GO","GO"
"São Francisco de Goiás - GO","GO"
"São João da Paraúna - GO","GO"
"São João d'Aliança - GO","GO"
"São Luís de Montes Belos - GO","GO"
"São Luíz do Norte - GO","GO"
"São Miguel do Araguaia - GO","GO"
"São Miguel do Passa Quatro - GO","GO"
"São Patrício - GO","GO"
"São Simão - GO","GO"
"Senador Canedo - GO","GO"
"Serranópolis - GO","GO"
"Silvânia - GO","GO"
"Simolândia - GO","GO"
"Sítio d'Abadia - GO","GO"
"Taquaral de Goiás - GO","GO"
"Teresina de Goiás - GO","GO"
"Terezópolis de Goiás - GO","GO"
"Três Ranchos - GO","GO"
"Trindade - GO","GO"
"Trombas - GO","GO"
"Turvânia - GO","GO"
"Turvelândia - GO","GO"
"Uirapuru - GO","GO"
"Uruaçu - GO","GO"
"Uruana - GO","GO"
"Urutaí - GO","GO"
"Valparaíso de Goiás - GO","GO"
"Varjão - GO","GO"
"Vianópolis - GO","GO"
"Vicentinópolis - GO","GO"
"Vila Boa - GO","GO"
"Vila Propício - GO","GO"
"Inválido","IN"
"Açailândia - MA","MA"
"Afonso Cunha - MA","MA"
"Água Doce do Maranhão - MA","MA"
"Alcântara - MA","MA"
"Aldeias Altas - MA","MA"
"Altamira do Maranhão - MA","MA"
"Alto Alegre do Maranhão - MA","MA"
"Alto Alegre do Pindaré - MA","MA"
"Alto Parnaíba - MA","MA"
"Amapá do Maranhão - MA","MA"
"Amarante do Maranhão - MA","MA"
"Anajatuba - MA","MA"
"Anapurus - MA","MA"
"Apicum-Açu - MA","MA"
"Araguanã - MA","MA"
"Araioses - MA","MA"
"Arame - MA","MA"
"Arari - MA","MA"
"Axixá - MA","MA"
"Bacabal - MA","MA"
"Bacabeira - MA","MA"
"Bacuri - MA","MA"
"Bacurituba - MA","MA"
"Balsas - MA","MA"
"Barão de Grajaú - MA","MA"
"Barra do Corda - MA","MA"
"Barreirinhas - MA","MA"
"Bela Vista do Maranhão - MA","MA"
"Belágua - MA","MA"
"Benedito Leite - MA","MA"
"Bequimão - MA","MA"
"Bernardo do Mearim - MA","MA"
"Boa Vista do Gurupi - MA","MA"
"Bom Jardim - MA","MA"
"Bom Jesus das Selvas - MA","MA"
"Bom Lugar - MA","MA"
"Brejo - MA","MA"
"Brejo de Areia - MA","MA"
"Buriti - MA","MA"
"Buriti Bravo - MA","MA"
"Buriticupu - MA","MA"
"Buritirana - MA","MA"
"Cachoeira Grande - MA","MA"
"Cajapió - MA","MA"
"Cajari - MA","MA"
"Campestre do Maranhão - MA","MA"
"Cândido Mendes - MA","MA"
"Cantanhede - MA","MA"
"Capinzal do Norte - MA","MA"
"Carolina - MA","MA"
"Carutapera - MA","MA"
"Caxias - MA","MA"
"Cedral - MA","MA"
"Central do Maranhão - MA","MA"
"Centro do Guilherme - MA","MA"
"Centro Novo do Maranhão - MA","MA"
"Chapadinha - MA","MA"
"Cidelândia - MA","MA"
"Codó - MA","MA"
"Coelho Neto - MA","MA"
"Colinas - MA","MA"
"Conceição do Lago-Açu - MA","MA"
"Coroatá - MA","MA"
"Cururupu - MA","MA"
"Davinópolis - MA","MA"
"Dom Pedro - MA","MA"
"Duque Bacelar - MA","MA"
"Esperantinópolis - MA","MA"
"Estreito - MA","MA"
"Feira Nova do Maranhão - MA","MA"
"Fernando Falcão - MA","MA"
"Formosa da Serra Negra - MA","MA"
"Fortaleza dos Nogueiras - MA","MA"
"Fortuna - MA","MA"
"Godofredo Viana - MA","MA"
"Gonçalves Dias - MA","MA"
"Governador Archer - MA","MA"
"Governador Edison Lobão - MA","MA"
"Governador Eugênio Barros - MA","MA"
"Governador Luiz Rocha - MA","MA"
"Governador Newton Bello - MA","MA"
"Governador Nunes Freire - MA","MA"
"Graça Aranha - MA","MA"
"Grajaú - MA","MA"
"Guimarães - MA","MA"
"Humberto de Campos - MA","MA"
"Icatu - MA","MA"
"Igarapé do Meio - MA","MA"
"Igarapé Grande - MA","MA"
"Imperatriz - MA","MA"
"Itaipava do Grajaú - MA","MA"
"Itapecuru Mirim - MA","MA"
"Itinga do Maranhão - MA","MA"
"Jatobá - MA","MA"
"Jenipapo dos Vieiras - MA","MA"
"João Lisboa - MA","MA"
"Joselândia - MA","MA"
"Junco do Maranhão - MA","MA"
"Lago da Pedra - MA","MA"
"Lago do Junco - MA","MA"
"Lago dos Rodrigues - MA","MA"
"Lago Verde - MA","MA"
"Lagoa do Mato - MA","MA"
"Lagoa Grande do Maranhão - MA","MA"
"Lajeado Novo - MA","MA"
"Lima Campos - MA","MA"
"Loreto - MA","MA"
"Luís Domingues - MA","MA"
"Magalhães de Almeida - MA","MA"
"Maracaçumé - MA","MA"
"Marajá do Sena - MA","MA"
"Maranhãozinho - MA","MA"
"Mata Roma - MA","MA"
"Matinha - MA","MA"
"Matões - MA","MA"
"Matões do Norte - MA","MA"
"Milagres do Maranhão - MA","MA"
"Mirador - MA","MA"
"Miranda do Norte - MA","MA"
"Mirinzal - MA","MA"
"Monção - MA","MA"
"Montes Altos - MA","MA"
"Morros - MA","MA"
"Nina Rodrigues - MA","MA"
"Nova Colinas - MA","MA"
"Nova Iorque - MA","MA"
"Nova Olinda do Maranhão - MA","MA"
"Olho d'Água das Cunhãs - MA","MA"
"Olinda Nova do Maranhão - MA","MA"
"Paço do Lumiar - MA","MA"
"Palmeirândia - MA","MA"
"Paraibano - MA","MA"
"Parnarama - MA","MA"
"Passagem Franca - MA","MA"
"Pastos Bons - MA","MA"
"Paulino Neves - MA","MA"
"Paulo Ramos - MA","MA"
"Pedreiras - MA","MA"
"Pedro do Rosário - MA","MA"
"Penalva - MA","MA"
"Peri Mirim - MA","MA"
"Peritoró - MA","MA"
"Pindaré-Mirim - MA","MA"
"Pinheiro - MA","MA"
"Pio XII - MA","MA"
"Pirapemas - MA","MA"
"Poção de Pedras - MA","MA"
"Porto Franco - MA","MA"
"Porto Rico do Maranhão - MA","MA"
"Presidente Dutra - MA","MA"
"Presidente Juscelino - MA","MA"
"Presidente Médici - MA","MA"
"Presidente Sarney - MA","MA"
"Presidente Vargas - MA","MA"
"Primeira Cruz - MA","MA"
"Raposa - MA","MA"
"Riachão - MA","MA"
"Ribamar Fiquene - MA","MA"
"Rosário - MA","MA"
"Sambaíba - MA","MA"
"Santa Filomena do Maranhão - MA","MA"
"Santa Helena - MA","MA"
"Santa Inês - MA","MA"
"Santa Luzia - MA","MA"
"Santa Luzia do Paruá - MA","MA"
"Santa Quitéria do Maranhão - MA","MA"
"Santa Rita - MA","MA"
"Santana do Maranhão - MA","MA"
"Santo Amaro do Maranhão - MA","MA"
"Santo Antônio dos Lopes - MA","MA"
"São Benedito do Rio Preto - MA","MA"
"São Bento - MA","MA"
"São Bernardo - MA","MA"
"São Domingos do Azeitão - MA","MA"
"São Domingos do Maranhão - MA","MA"
"São Félix de Balsas - MA","MA"
"São Francisco do Brejão - MA","MA"
"São Francisco do Maranhão - MA","MA"
"São João Batista - MA","MA"
"São João do Carú - MA","MA"
"São João do Paraíso - MA","MA"
"São João do Soter - MA","MA"
"São João dos Patos - MA","MA"
"São José de Ribamar - MA","MA"
"São José dos Basílios - MA","MA"
"São Luís - MA","MA"
"São Luís Gonzaga do Maranhão - MA","MA"
"São Mateus do Maranhão - MA","MA"
"São Pedro da Água Branca - MA","MA"
"São Pedro dos Crentes - MA","MA"
"São Raimundo das Mangabeiras - MA","MA"
"São Raimundo do Doca Bezerra - MA","MA"
"São Roberto - MA","MA"
"São Vicente Ferrer - MA","MA"
"Satubinha - MA","MA"
"Senador Alexandre Costa - MA","MA"
"Senador La Rocque - MA","MA"
"Serrano do Maranhão - MA","MA"
"Sítio Novo - MA","MA"
"Sucupira do Norte - MA","MA"
"Sucupira do Riachão - MA","MA"
"Tasso Fragoso - MA","MA"
"Timbiras - MA","MA"
"Timon - MA","MA"
"Trizidela do Vale - MA","MA"
"Tufilândia - MA","MA"
"Tuntum - MA","MA"
"Turiaçu - MA","MA"
"Turilândia - MA","MA"
"Tutóia - MA","MA"
"Urbano Santos - MA","MA"
"Vargem Grande - MA","MA"
"Viana - MA","MA"
"Vila Nova dos Martírios - MA","MA"
"Vitória do Mearim - MA","MA"
"Vitorino Freire - MA","MA"
"Zé Doca - MA","MA"
"Abadia dos Dourados - MG","MG"
"Abaeté - MG","MG"
"Abre Campo - MG","MG"
"Acaiaca - MG","MG"
"Açucena - MG","MG"
"Água Boa - MG","MG"
"Água Comprida - MG","MG"
"Aguanil - MG","MG"
"Águas Formosas - MG","MG"
"Águas Vermelhas - MG","MG"
"Aimorés - MG","MG"
"Aiuruoca - MG","MG"
"Alagoa - MG","MG"
"Albertina - MG","MG"
"Além Paraíba - MG","MG"
"Alfenas - MG","MG"
"Alfredo Vasconcelos - MG","MG"
"Almenara - MG","MG"
"Alpercata - MG","MG"
"Alpinópolis - MG","MG"
"Alterosa - MG","MG"
"Alto Caparaó - MG","MG"
"Alto Jequitibá - MG","MG"
"Alto Rio Doce - MG","MG"
"Alvarenga - MG","MG"
"Alvinópolis - MG","MG"
"Alvorada de Minas - MG","MG"
"Amparo da Serra - MG","MG"
"Andradas - MG","MG"
"Andrelândia - MG","MG"
"Angelândia - MG","MG"
"Antônio Carlos - MG","MG"
"Antônio Dias - MG","MG"
"Antônio Prado de Minas - MG","MG"
"Araçaí - MG","MG"
"Aracitaba - MG","MG"
"Araçuaí - MG","MG"
"Araguari - MG","MG"
"Arantina - MG","MG"
"Araponga - MG","MG"
"Araporã - MG","MG"
"Arapuá - MG","MG"
"Araújos - MG","MG"
"Araxá - MG","MG"
"Arceburgo - MG","MG"
"Arcos - MG","MG"
"Areado - MG","MG"
"Argirita - MG","MG"
"Aricanduva - MG","MG"
"Arinos - MG","MG"
"Astolfo Dutra - MG","MG"
"Ataléia - MG","MG"
"Augusto de Lima - MG","MG"
"Baependi - MG","MG"
"Baldim - MG","MG"
"Bambuí - MG","MG"
"Bandeira - MG","MG"
"Bandeira do Sul - MG","MG"
"Barão de Cocais - MG","MG"
"Barão do Monte Alto - MG","MG"
"Barbacena - MG","MG"
"Barra Longa - MG","MG"
"Barroso - MG","MG"
"Bela Vista de Minas - MG","MG"
"Belmiro Braga - MG","MG"
"Belo Horizonte - MG","MG"
"Belo Oriente - MG","MG"
"Belo Vale - MG","MG"
"Berilo - MG","MG"
"Berizal - MG","MG"
"Bertópolis - MG","MG"
"Betim - MG","MG"
"Bias Fortes - MG","MG"
"Bicas - MG","MG"
"Biquinhas - MG","MG"
"Boa Esperança - MG","MG"
"Bocaina de Minas - MG","MG"
"Bocaiúva - MG","MG"
"Bom Despacho - MG","MG"
"Bom Jardim de Minas - MG","MG"
"Bom Jesus da Penha - MG","MG"
"Bom Jesus do Amparo - MG","MG"
"Bom Jesus do Galho - MG","MG"
"Bom Repouso - MG","MG"
"Bom Sucesso - MG","MG"
"Bonfim - MG","MG"
"Bonfinópolis de Minas - MG","MG"
"Bonito de Minas - MG","MG"
"Borda da Mata - MG","MG"
"Botelhos - MG","MG"
"Botumirim - MG","MG"
"Brás Pires - MG","MG"
"Brasilândia de Minas - MG","MG"
"Brasília de Minas - MG","MG"
"Brasópolis - MG","MG"
"Braúnas - MG","MG"
"Brumadinho - MG","MG"
"Bueno Brandão - MG","MG"
"Buenópolis - MG","MG"
"Bugre - MG","MG"
"Buritis - MG","MG"
"Buritizeiro - MG","MG"
"Cabeceira Grande - MG","MG"
"Cabo Verde - MG","MG"
"Cachoeira da Prata - MG","MG"
"Cachoeira de Minas - MG","MG"
"Cachoeira de Pajeú - MG","MG"
"Cachoeira Dourada - MG","MG"
"Caetanópolis - MG","MG"
"Caeté - MG","MG"
"Caiana - MG","MG"
"Cajuri - MG","MG"
"Caldas - MG","MG"
"Camacho - MG","MG"
"Camanducaia - MG","MG"
"Cambuí - MG","MG"
"Cambuquira - MG","MG"
"Campanário - MG","MG"
"Campanha - MG","MG"
"Campestre - MG","MG"
"Campina Verde - MG","MG"
"Campo Azul - MG","MG"
"Campo Belo - MG","MG"
"Campo do Meio - MG","MG"
"Campo Florido - MG","MG"
"Campos Altos - MG","MG"
"Campos Gerais - MG","MG"
"Cana Verde - MG","MG"
"Canaã - MG","MG"
"Canápolis - MG","MG"
"Candeias - MG","MG"
"Cantagalo - MG","MG"
"Caparaó - MG","MG"
"Capela Nova - MG","MG"
"Capelinha - MG","MG"
"Capetinga - MG","MG"
"Capim Branco - MG","MG"
"Capinópolis - MG","MG"
"Capitão Andrade - MG","MG"
"Capitão Enéas - MG","MG"
"Capitólio - MG","MG"
"Caputira - MG","MG"
"Caraí - MG","MG"
"Caranaíba - MG","MG"
"Carandaí - MG","MG"
"Carangola - MG","MG"
"Caratinga - MG","MG"
"Carbonita - MG","MG"
"Careaçu - MG","MG"
"Carlos Chagas - MG","MG"
"Carmésia - MG","MG"
"Carmo da Cachoeira - MG","MG"
"Carmo da Mata - MG","MG"
"Carmo de Minas - MG","MG"
"Carmo do Cajuru - MG","MG"
"Carmo do Paranaíba - MG","MG"
"Carmo do Rio Claro - MG","MG"
"Carmópolis de Minas - MG","MG"
"Carneirinho - MG","MG"
"Carrancas - MG","MG"
"Carvalhópolis - MG","MG"
"Carvalhos - MG","MG"
"Casa Grande - MG","MG"
"Cascalho Rico - MG","MG"
"Cássia - MG","MG"
"Cataguases - MG","MG"
"Catas Altas - MG","MG"
"Catas Altas da Noruega - MG","MG"
"Catuji - MG","MG"
"Catuti - MG","MG"
"Caxambu - MG","MG"
"Cedro do Abaeté - MG","MG"
"Central de Minas - MG","MG"
"Centralina - MG","MG"
"Chácara - MG","MG"
"Chalé - MG","MG"
"Chapada do Norte - MG","MG"
"Chapada Gaúcha - MG","MG"
"Chiador - MG","MG"
"Cipotânea - MG","MG"
"Claraval - MG","MG"
"Claro dos Poções - MG","MG"
"Cláudio - MG","MG"
"Coimbra - MG","MG"
"Coluna - MG","MG"
"Comendador Gomes - MG","MG"
"Comercinho - MG","MG"
"Conceição da Aparecida - MG","MG"
"Conceição da Barra de Minas - MG","MG"
"Conceição das Alagoas - MG","MG"
"Conceição das Pedras - MG","MG"
"Conceição de Ipanema - MG","MG"
"Conceição do Mato Dentro - MG","MG"
"Conceição do Pará - MG","MG"
"Conceição do Rio Verde - MG","MG"
"Conceição dos Ouros - MG","MG"
"Cônego Marinho - MG","MG"
"Confins - MG","MG"
"Congonhal - MG","MG"
"Congonhas - MG","MG"
"Congonhas do Norte - MG","MG"
"Conquista - MG","MG"
"Conselheiro Lafaiete - MG","MG"
"Conselheiro Pena - MG","MG"
"Consolação - MG","MG"
"Contagem - MG","MG"
"Coqueiral - MG","MG"
"Coração de Jesus - MG","MG"
"Cordisburgo - MG","MG"
"Cordislândia - MG","MG"
"Corinto - MG","MG"
"Coroaci - MG","MG"
"Coromandel - MG","MG"
"Coronel Fabriciano - MG","MG"
"Coronel Murta - MG","MG"
"Coronel Pacheco - MG","MG"
"Coronel Xavier Chaves - MG","MG"
"Córrego Danta - MG","MG"
"Córrego do Bom Jesus - MG","MG"
"Córrego Fundo - MG","MG"
"Córrego Novo - MG","MG"
"Couto de Magalhães de Minas - MG","MG"
"Crisólita - MG","MG"
"Cristais - MG","MG"
"Cristália - MG","MG"
"Cristiano Otoni - MG","MG"
"Cristina - MG","MG"
"Crucilândia - MG","MG"
"Cruzeiro da Fortaleza - MG","MG"
"Cruzília - MG","MG"
"Cuparaque - MG","MG"
"Curral de Dentro - MG","MG"
"Curvelo - MG","MG"
"Datas - MG","MG"
"Delfim Moreira - MG","MG"
"Delfinópolis - MG","MG"
"Delta - MG","MG"
"Descoberto - MG","MG"
"Desterro de Entre Rios - MG","MG"
"Desterro do Melo - MG","MG"
"Diamantina - MG","MG"
"Diogo de Vasconcelos - MG","MG"
"Dionísio - MG","MG"
"Divinésia - MG","MG"
"Divino - MG","MG"
"Divino das Laranjeiras - MG","MG"
"Divinolândia de Minas - MG","MG"
"Divinópolis - MG","MG"
"Divisa Alegre - MG","MG"
"Divisa Nova - MG","MG"
"Divisópolis - MG","MG"
"Dom Bosco - MG","MG"
"Dom Cavati - MG","MG"
"Dom Joaquim - MG","MG"
"Dom Silvério - MG","MG"
"Dom Viçoso - MG","MG"
"Dona Eusébia - MG","MG"
"Dores de Campos - MG","MG"
"Dores de Guanhães - MG","MG"
"Dores do Indaiá - MG","MG"
"Dores do Turvo - MG","MG"
"Doresópolis - MG","MG"
"Douradoquara - MG","MG"
"Durandé - MG","MG"
"Elói Mendes - MG","MG"
"Engenheiro Caldas - MG","MG"
"Engenheiro Navarro - MG","MG"
"Entre Folhas - MG","MG"
"Entre Rios de Minas - MG","MG"
"Ervália - MG","MG"
"Esmeraldas - MG","MG"
"Espera Feliz - MG","MG"
"Espinosa - MG","MG"
"Espírito Santo do Dourado - MG","MG"
"Estiva - MG","MG"
"Estrela Dalva - MG","MG"
"Estrela do Indaiá - MG","MG"
"Estrela do Sul - MG","MG"
"Eugenópolis - MG","MG"
"Ewbank da Câmara - MG","MG"
"Extrema - MG","MG"
"Fama - MG","MG"
"Faria Lemos - MG","MG"
"Felício dos Santos - MG","MG"
"Felisburgo - MG","MG"
"Felixlândia - MG","MG"
"Fernandes Tourinho - MG","MG"
"Ferros - MG","MG"
"Fervedouro - MG","MG"
"Florestal - MG","MG"
"Formiga - MG","MG"
"Formoso - MG","MG"
"Fortaleza de Minas - MG","MG"
"Fortuna de Minas - MG","MG"
"Francisco Badaró - MG","MG"
"Francisco Dumont - MG","MG"
"Francisco Sá - MG","MG"
"Franciscópolis - MG","MG"
"Frei Gaspar - MG","MG"
"Frei Inocêncio - MG","MG"
"Frei Lagonegro - MG","MG"
"Fronteira - MG","MG"
"Fronteira dos Vales - MG","MG"
"Fruta de Leite - MG","MG"
"Frutal - MG","MG"
"Funilândia - MG","MG"
"Galiléia - MG","MG"
"Gameleiras - MG","MG"
"Glaucilândia - MG","MG"
"Goiabeira - MG","MG"
"Goianá - MG","MG"
"Gonçalves - MG","MG"
"Gonzaga - MG","MG"
"Gouveia - MG","MG"
"Governador Valadares - MG","MG"
"Grão Mogol - MG","MG"
"Grupiara - MG","MG"
"Guanhães - MG","MG"
"Guapé - MG","MG"
"Guaraciaba - MG","MG"
"Guaraciama - MG","MG"
"Guaranésia - MG","MG"
"Guarani - MG","MG"
"Guarará - MG","MG"
"Guarda-Mor - MG","MG"
"Guaxupé - MG","MG"
"Guidoval - MG","MG"
"Guimarânia - MG","MG"
"Guiricema - MG","MG"
"Gurinhatã - MG","MG"
"Heliodora - MG","MG"
"Iapu - MG","MG"
"Ibertioga - MG","MG"
"Ibiá - MG","MG"
"Ibiaí - MG","MG"
"Ibiracatu - MG","MG"
"Ibiraci - MG","MG"
"Ibirité - MG","MG"
"Ibitiúra de Minas - MG","MG"
"Ibituruna - MG","MG"
"Icaraí de Minas - MG","MG"
"Igarapé - MG","MG"
"Igaratinga - MG","MG"
"Iguatama - MG","MG"
"Ijaci - MG","MG"
"Ilicínea - MG","MG"
"Imbé de Minas - MG","MG"
"Inconfidentes - MG","MG"
"Indaiabira - MG","MG"
"Indianópolis - MG","MG"
"Ingaí - MG","MG"
"Inhapim - MG","MG"
"Inhaúma - MG","MG"
"Inimutaba - MG","MG"
"Ipaba - MG","MG"
"Ipanema - MG","MG"
"Ipatinga - MG","MG"
"Ipiaçu - MG","MG"
"Ipuiúna - MG","MG"
"Iraí de Minas - MG","MG"
"Itabira - MG","MG"
"Itabirinha - MG","MG"
"Itabirito - MG","MG"
"Itacambira - MG","MG"
"Itacarambi - MG","MG"
"Itaguara - MG","MG"
"Itaipé - MG","MG"
"Itajubá - MG","MG"
"Itamarandiba - MG","MG"
"Itamarati de Minas - MG","MG"
"Itambacuri - MG","MG"
"Itambé do Mato Dentro - MG","MG"
"Itamogi - MG","MG"
"Itamonte - MG","MG"
"Itanhandu - MG","MG"
"Itanhomi - MG","MG"
"Itaobim - MG","MG"
"Itapagipe - MG","MG"
"Itapecerica - MG","MG"
"Itapeva - MG","MG"
"Itatiaiuçu - MG","MG"
"Itaú de Minas - MG","MG"
"Itaúna - MG","MG"
"Itaverava - MG","MG"
"Itinga - MG","MG"
"Itueta - MG","MG"
"Ituiutaba - MG","MG"
"Itumirim - MG","MG"
"Iturama - MG","MG"
"Itutinga - MG","MG"
"Jaboticatubas - MG","MG"
"Jacinto - MG","MG"
"Jacuí - MG","MG"
"Jacutinga - MG","MG"
"Jaguaraçu - MG","MG"
"Jaíba - MG","MG"
"Jampruca - MG","MG"
"Janaúba - MG","MG"
"Januária - MG","MG"
"Japaraíba - MG","MG"
"Japonvar - MG","MG"
"Jeceaba - MG","MG"
"Jenipapo de Minas - MG","MG"
"Jequeri - MG","MG"
"Jequitaí - MG","MG"
"Jequitibá - MG","MG"
"Jequitinhonha - MG","MG"
"Jesuânia - MG","MG"
"Joaíma - MG","MG"
"Joanésia - MG","MG"
"João Monlevade - MG","MG"
"João Pinheiro - MG","MG"
"Joaquim Felício - MG","MG"
"Jordânia - MG","MG"
"José Gonçalves de Minas - MG","MG"
"José Raydan - MG","MG"
"Josenópolis - MG","MG"
"Juatuba - MG","MG"
"Juiz de Fora - MG","MG"
"Juramento - MG","MG"
"Juruaia - MG","MG"
"Juvenília - MG","MG"
"Ladainha - MG","MG"
"Lagamar - MG","MG"
"Lagoa da Prata - MG","MG"
"Lagoa dos Patos - MG","MG"
"Lagoa Dourada - MG","MG"
"Lagoa Formosa - MG","MG"
"Lagoa Grande - MG","MG"
"Lagoa Santa - MG","MG"
"Lajinha - MG","MG"
"Lambari - MG","MG"
"Lamim - MG","MG"
"Laranjal - MG","MG"
"Lassance - MG","MG"
"Lavras - MG","MG"
"Leandro Ferreira - MG","MG"
"Leme do Prado - MG","MG"
"Leopoldina - MG","MG"
"Liberdade - MG","MG"
"Lima Duarte - MG","MG"
"Limeira do Oeste - MG","MG"
"Lontra - MG","MG"
"Luisburgo - MG","MG"
